district,area,perch,bedrooms,bathrooms,kitchen_area_sqft,parking_spots,has_garden,has_ac,water_supply,electricity,floors,year_built,price_lkr
Polonnaruwa,Polonnaruwa Central,21,6,5,227,2,FALSE,FALSE,Well,Three phase,2,2004,21537442
Hambantota,Ambalantota,13,4,3,109,1,FALSE,FALSE,Both,Single phase,1,1999,10630999
Kalutara,Kalutara North,7,2,2,71,0,TRUE,FALSE,Pipe-borne,Three phase,1,1993,10497180
Anuradhapura,Madawachchiya,5,1,1,35,0,FALSE,TRUE,Pipe-borne,Three phase,2,2018,5205240
Kilinochchi,Kilinochchi Central,23,4,4,177,2,TRUE,TRUE,Both,Single phase,2,2004,24081806
Badulla,Bandarawela,11,3,2,107,2,TRUE,TRUE,Well,Three phase,1,1995,12028138
Nuwara Eliya,Nuwara Eliya Central,2,2,1,50,1,FALSE,TRUE,Pipe-borne,Single phase,2,1994,5283823
Matale,Matale Central,8,4,3,91,0,FALSE,FALSE,Well,Single phase,1,2001,8271947
Kilinochchi,Kilinochchi Central,16,6,5,100,2,FALSE,TRUE,Well,Single phase,1,1996,13261182
Monaragala,Monaragala Central,23,6,5,149,1,TRUE,TRUE,Well,Three phase,1,2001,19880365
Badulla,Hali Ela,5,1,1,42,1,FALSE,FALSE,Pipe-borne,Three phase,2,2011,5785013
Batticaloa,Kallady,23,6,5,250,1,FALSE,TRUE,Pipe-borne,Three phase,2,2013,29467141
Mannar,Mannar Central,7,4,4,58,1,TRUE,FALSE,Pipe-borne,Three phase,1,1995,5437618
Trincomalee,Nilaveli,8,4,4,97,1,TRUE,FALSE,Well,Single phase,1,2008,10589233
Gampaha,Gampaha Town,14,4,4,108,2,TRUE,FALSE,Pipe-borne,Single phase,2,1995,20385089
Trincomalee,Uppuveli,29,7,5,250,2,FALSE,TRUE,Well,Three phase,3,1997,37281964
Trincomalee,Uppuveli,3,2,1,35,0,FALSE,FALSE,Well,Single phase,1,1993,3335759
Mannar,Mannar Central,7,2,1,83,0,FALSE,FALSE,Pipe-borne,Three phase,2,2013,6083247
Vavuniya,Vavuniya Central,12,4,3,132,2,TRUE,FALSE,Well,Three phase,1,2000,15229306
Monaragala,Monaragala Central,22,7,5,207,1,TRUE,TRUE,Well,Single phase,2,2025,25710835
Ampara,Ampara Central,16,6,5,149,1,TRUE,FALSE,Pipe-borne,Three phase,2,1997,14543618
Colombo,Nugegoda,4,2,1,35,0,TRUE,TRUE,Well,Single phase,2,1995,14238689
Ratnapura,Pelmadulla,5,2,2,46,0,TRUE,FALSE,Well,Three phase,1,1992,3781401
Jaffna,Nallur,4,2,2,55,1,FALSE,TRUE,Pipe-borne,Three phase,1,2006,6845808
Kandy,Gatambe,5,3,2,37,0,FALSE,TRUE,Well,Single phase,2,2023,10294730
Matale,Matale Central,13,5,4,149,1,FALSE,FALSE,Both,Three phase,1,1991,13731452
Puttalam,Puttalam Central,15,5,4,186,2,FALSE,FALSE,Both,Single phase,2,1995,20118717
Mannar,Mannar Central,5,3,2,51,0,TRUE,FALSE,Both,Single phase,1,1987,4542054
Ampara,Ampara Central,4,2,1,35,1,FALSE,FALSE,Pipe-borne,Three phase,1,2006,4550029
Colombo,Kollupitiya,6,2,1,66,1,FALSE,TRUE,Pipe-borne,Single phase,1,1988,20137810
Badulla,Hali Ela,11,5,5,118,1,TRUE,TRUE,Both,Three phase,1,2015,12509536
Gampaha,Ragama,22,6,5,250,1,FALSE,TRUE,Both,Single phase,3,2010,40829613
Batticaloa,Batticaloa Town,13,3,3,172,2,FALSE,TRUE,Well,Single phase,1,2013,15968899
Monaragala,Monaragala Central,34,5,4,250,1,TRUE,TRUE,Well,Single phase,3,1995,38777896
Gampaha,Ragama,21,5,5,245,1,FALSE,FALSE,Both,Three phase,2,2012,33267115
Ampara,Ampara Central,7,3,3,99,1,FALSE,TRUE,Both,Single phase,1,1987,7315800
Mannar,Mannar Central,6,2,1,77,0,TRUE,TRUE,Pipe-borne,Three phase,1,1992,5351532
Mannar,Mannar Central,11,5,4,111,0,FALSE,FALSE,Both,Three phase,2,2009,9781959
Kilinochchi,Kilinochchi Central,15,7,5,121,1,FALSE,TRUE,Pipe-borne,Three phase,1,2012,10421515
Hambantota,Hambantota Town,21,7,5,205,2,TRUE,TRUE,Well,Three phase,2,2009,25473096
Nuwara Eliya,Nuwara Eliya Central,13,4,3,192,3,FALSE,FALSE,Well,Three phase,1,2008,28682405
Jaffna,Chunnakam,6,3,2,72,1,FALSE,TRUE,Both,Three phase,1,2019,10995717
Monaragala,Monaragala Central,21,7,5,250,1,TRUE,FALSE,Well,Three phase,2,1990,24624894
Mullaitivu,Mullaitivu Central,2,1,1,35,1,TRUE,FALSE,Well,Single phase,1,2024,2502516
Polonnaruwa,Polonnaruwa Central,10,4,4,97,0,TRUE,TRUE,Both,Single phase,1,2012,10223658
Matale,Matale Central,2,2,1,35,1,TRUE,FALSE,Well,Single phase,1,1985,2937015
Mannar,Mannar Central,11,5,4,163,2,TRUE,TRUE,Both,Single phase,1,2002,12381050
Matale,Matale Central,2,4,3,37,0,TRUE,FALSE,Pipe-borne,Three phase,1,1993,2437148
Puttalam,Puttalam Central,7,4,3,90,3,TRUE,FALSE,Pipe-borne,Three phase,1,2015,9161541
Hambantota,Hambantota Town,7,3,2,66,1,TRUE,FALSE,Well,Single phase,1,2007,9112859
Trincomalee,Nilaveli,8,2,2,54,0,TRUE,FALSE,Well,Three phase,1,2023,9198062
Monaragala,Monaragala Central,4,2,1,57,3,FALSE,TRUE,Both,Three phase,2,2003,5363350
Ampara,Ampara Central,6,2,1,65,1,FALSE,FALSE,Well,Three phase,1,2018,6549118
Monaragala,Monaragala Central,7,3,2,52,0,TRUE,FALSE,Both,Three phase,2,2005,5464405
Mannar,Mannar Central,19,5,5,214,2,TRUE,FALSE,Pipe-borne,Three phase,2,1985,20078887
Monaragala,Monaragala Central,3,2,1,37,1,FALSE,FALSE,Both,Single phase,2,2019,4890824
Galle,Hikkaduwa,4,3,3,49,0,FALSE,TRUE,Pipe-borne,Single phase,1,2020,6655014
Kurunegala,Pannala,19,6,5,211,1,TRUE,FALSE,Both,Single phase,2,2015,23717541
Kalutara,Panadura,8,2,1,71,0,FALSE,FALSE,Both,Three phase,1,2001,11217291
Mullaitivu,Mullaitivu Central,11,5,4,159,1,TRUE,FALSE,Well,Single phase,2,2006,11274478
Polonnaruwa,Polonnaruwa Central,11,4,3,49,0,FALSE,FALSE,Both,Three phase,2,2025,12019101
Kegalle,Kegalle Central,8,3,2,88,2,FALSE,FALSE,Well,Three phase,2,2014,10330926
Gampaha,Negombo,9,4,4,79,1,FALSE,TRUE,Pipe-borne,Single phase,2,1996,12405608
Kilinochchi,Kilinochchi Central,2,2,1,35,3,FALSE,TRUE,Both,Three phase,1,2002,2642264
Hambantota,Hambantota Town,4,2,1,48,0,FALSE,TRUE,Both,Three phase,1,2000,5347989
Polonnaruwa,Polonnaruwa Central,10,4,4,125,0,TRUE,TRUE,Well,Single phase,1,1998,12244884
Puttalam,Puttalam Central,4,3,3,72,0,TRUE,FALSE,Both,Three phase,1,1990,3283290
Gampaha,Negombo,8,4,3,70,1,FALSE,TRUE,Both,Three phase,1,1999,13533219
Galle,Unawatuna,27,4,4,250,3,FALSE,TRUE,Well,Three phase,2,2017,49318128
Kurunegala,Pannala,19,5,5,169,2,TRUE,TRUE,Pipe-borne,Three phase,2,1991,20722086
Badulla,Bandarawela,5,2,2,49,0,TRUE,TRUE,Well,Single phase,1,2017,8045565
Batticaloa,Eravur,9,3,2,132,2,TRUE,TRUE,Well,Three phase,2,2004,13213917
Matale,Matale Central,24,5,5,250,1,TRUE,FALSE,Pipe-borne,Three phase,3,2021,31897260
Matale,Matale Central,34,6,5,250,1,TRUE,FALSE,Well,Three phase,2,2010,46586402
Batticaloa,Kallady,11,5,5,134,0,FALSE,FALSE,Well,Single phase,1,2013,15054713
Gampaha,Ragama,36,6,5,250,1,TRUE,FALSE,Both,Three phase,3,2010,63726074
Nuwara Eliya,Nuwara Eliya Central,19,6,5,145,1,TRUE,TRUE,Both,Three phase,1,1993,33464862
Kegalle,Kegalle Central,4,2,2,83,1,TRUE,FALSE,Both,Three phase,1,1990,4830560
Jaffna,Jaffna Town,2,3,2,42,0,TRUE,TRUE,Pipe-borne,Three phase,1,1999,3514721
Galle,Karapitiya,12,7,5,96,2,TRUE,FALSE,Pipe-borne,Three phase,2,1998,14832769
Polonnaruwa,Polonnaruwa Central,10,3,2,124,0,TRUE,FALSE,Well,Single phase,1,2005,13582131
Matale,Matale Central,13,5,4,120,2,TRUE,TRUE,Pipe-borne,Three phase,1,2020,18103817
Vavuniya,Vavuniya Central,33,5,4,250,3,FALSE,TRUE,Well,Three phase,2,2006,43824287
Jaffna,Nallur,10,4,3,72,1,TRUE,TRUE,Pipe-borne,Three phase,1,2012,14685118
Badulla,Hali Ela,5,1,1,35,0,TRUE,FALSE,Well,Three phase,2,2013,5216795
Kilinochchi,Kilinochchi Central,8,2,2,54,2,TRUE,FALSE,Well,Three phase,2,1986,8831647
Gampaha,Negombo,28,7,5,250,1,TRUE,FALSE,Both,Three phase,2,1992,46022992
Trincomalee,Nilaveli,3,1,1,40,2,TRUE,TRUE,Both,Single phase,1,2010,4806857
Anuradhapura,Nuwaragam Palatha,26,6,5,250,1,TRUE,TRUE,Both,Three phase,3,1991,36392813
Kilinochchi,Kilinochchi Central,4,1,1,35,0,TRUE,TRUE,Pipe-borne,Three phase,2,2011,3472704
Mannar,Mannar Central,8,4,4,78,0,TRUE,FALSE,Pipe-borne,Three phase,2,2012,7270532
Monaragala,Monaragala Central,11,5,5,113,2,FALSE,FALSE,Pipe-borne,Single phase,1,1989,8129414
Gampaha,Kadawatha,4,1,1,52,1,TRUE,FALSE,Both,Three phase,1,2013,7811299
Badulla,Badulla Town,4,3,2,35,0,TRUE,FALSE,Both,Single phase,1,2023,4235967
Colombo,Rajagiriya,15,4,4,113,2,TRUE,FALSE,Well,Three phase,1,2010,40370754
Galle,Unawatuna,9,5,4,117,1,TRUE,TRUE,Both,Three phase,2,1988,16563374
Ratnapura,Ratnapura Town,11,6,5,110,1,TRUE,TRUE,Both,Single phase,2,2020,17585868
Kilinochchi,Kilinochchi Central,8,2,1,74,1,TRUE,FALSE,Pipe-borne,Single phase,1,2005,7665862
Kurunegala,Pannala,4,1,1,48,1,TRUE,FALSE,Both,Three phase,1,2017,5563984
Ampara,Ampara Central,12,6,5,123,1,FALSE,TRUE,Pipe-borne,Three phase,1,2022,16591752
Jaffna,Chunnakam,3,1,1,35,1,TRUE,TRUE,Both,Three phase,1,2022,5898600
Ampara,Ampara Central,8,2,2,71,2,FALSE,FALSE,Both,Three phase,1,1993,8767158
Kandy,Tennekumbura,6,4,3,81,2,FALSE,TRUE,Pipe-borne,Three phase,2,2008,11494739
Kegalle,Kegalle Central,5,1,1,44,1,FALSE,TRUE,Pipe-borne,Single phase,2,1996,5885490
Batticaloa,Batticaloa Town,17,6,5,213,1,FALSE,FALSE,Pipe-borne,Single phase,2,2013,23728379
Kurunegala,Pannala,15,5,4,170,1,FALSE,FALSE,Both,Three phase,2,1998,20880811
Kandy,Tennekumbura,14,7,5,174,1,TRUE,TRUE,Well,Single phase,2,1985,25566137
Badulla,Hali Ela,11,4,4,139,2,TRUE,FALSE,Well,Single phase,2,2023,14042811
Mullaitivu,Mullaitivu Central,15,6,5,131,2,TRUE,TRUE,Well,Single phase,1,1991,12896379
Kurunegala,Melsiripura,6,3,2,76,0,FALSE,FALSE,Pipe-borne,Three phase,2,2019,6805214
Galle,Karapitiya,6,4,4,78,0,FALSE,TRUE,Both,Single phase,1,2019,13460089
Polonnaruwa,Polonnaruwa Central,16,6,5,225,3,TRUE,FALSE,Both,Single phase,3,1997,18745177
Mullaitivu,Mullaitivu Central,27,4,3,250,2,TRUE,TRUE,Well,Three phase,2,1995,26797809
Nuwara Eliya,Nuwara Eliya Central,11,2,1,92,0,FALSE,TRUE,Well,Three phase,1,2006,19216537
Anuradhapura,New Town,6,3,2,67,0,FALSE,FALSE,Pipe-borne,Three phase,1,1994,6743902
Polonnaruwa,Polonnaruwa Central,4,4,3,58,0,TRUE,FALSE,Well,Three phase,1,2011,4962869
Galle,Galle Fort,2,2,2,35,1,FALSE,FALSE,Both,Three phase,2,2023,5126462
Hambantota,Ambalantota,8,4,4,125,1,FALSE,FALSE,Both,Three phase,1,1985,9908397
Puttalam,Puttalam Central,5,1,1,42,2,TRUE,FALSE,Both,Three phase,1,2015,4763719
Trincomalee,Nilaveli,10,4,3,84,2,TRUE,TRUE,Both,Single phase,1,2000,13789034
Matale,Matale Central,2,3,2,43,2,FALSE,TRUE,Well,Single phase,1,2005,5508470
Vavuniya,Vavuniya Central,12,7,5,159,2,TRUE,FALSE,Pipe-borne,Three phase,2,2025,14190762
Puttalam,Puttalam Central,6,1,1,35,0,FALSE,FALSE,Pipe-borne,Single phase,2,2012,6596865
Badulla,Badulla Town,16,5,5,196,1,TRUE,TRUE,Well,Three phase,2,1987,20345155
Trincomalee,China Bay,14,6,5,93,1,TRUE,FALSE,Both,Single phase,1,2025,15992957
Jaffna,Chunnakam,5,2,1,58,0,FALSE,TRUE,Well,Single phase,1,2000,7788291
Matale,Matale Central,23,6,5,250,1,FALSE,TRUE,Both,Three phase,2,1991,32463251
Monaragala,Monaragala Central,15,5,5,135,2,TRUE,TRUE,Both,Single phase,1,2006,16139921
Badulla,Hali Ela,22,5,4,197,1,TRUE,TRUE,Well,Three phase,2,2023,26941358
Monaragala,Monaragala Central,2,1,1,35,1,TRUE,TRUE,Both,Single phase,1,2004,3147781
Kurunegala,Melsiripura,12,3,2,129,0,TRUE,FALSE,Well,Single phase,2,1989,15103168
Trincomalee,Nilaveli,9,4,4,87,1,TRUE,FALSE,Well,Three phase,1,2023,12351099
Trincomalee,Nilaveli,2,3,3,35,0,FALSE,FALSE,Pipe-borne,Single phase,1,2021,3783942
Mullaitivu,Mullaitivu Central,8,2,2,66,0,TRUE,TRUE,Both,Three phase,1,1987,5431390
Jaffna,Nallur,17,7,5,222,1,FALSE,FALSE,Well,Single phase,3,2009,29947191
Kalutara,Panadura,4,2,2,35,0,FALSE,FALSE,Both,Single phase,1,2020,5185152
Gampaha,Negombo,8,2,2,61,1,FALSE,FALSE,Pipe-borne,Single phase,2,2009,12267273
Mullaitivu,Mullaitivu Central,14,4,4,172,1,FALSE,TRUE,Both,Three phase,2,2000,13869490
Vavuniya,Vavuniya Central,5,2,1,83,1,TRUE,TRUE,Pipe-borne,Three phase,2,2014,6619921
Badulla,Hali Ela,13,6,5,78,2,FALSE,TRUE,Well,Three phase,1,2013,14300421
Nuwara Eliya,Nuwara Eliya Central,17,6,5,211,1,TRUE,TRUE,Both,Single phase,3,2009,53011668
Kegalle,Kegalle Central,14,3,3,172,1,FALSE,TRUE,Pipe-borne,Three phase,2,1989,15952437
Vavuniya,Vavuniya Central,14,5,4,95,1,TRUE,FALSE,Pipe-borne,Single phase,2,1995,10866966
Galle,Galle Fort,5,1,1,35,0,FALSE,FALSE,Both,Three phase,2,2010,6161470
Kegalle,Kegalle Central,12,4,4,91,0,TRUE,FALSE,Well,Single phase,1,2024,10735315
Gampaha,Wattala,6,3,3,35,1,TRUE,FALSE,Both,Single phase,1,2015,8902854
Ratnapura,Ratnapura Town,10,3,3,147,1,FALSE,TRUE,Well,Single phase,1,2025,17243559
Matale,Matale Central,11,4,3,140,1,FALSE,FALSE,Both,Three phase,1,2004,14501587
Anuradhapura,Madawachchiya,6,3,2,59,1,TRUE,TRUE,Well,Three phase,1,1993,4773116
Badulla,Hali Ela,13,5,5,80,3,TRUE,TRUE,Pipe-borne,Three phase,1,2000,11424813
Kurunegala,Melsiripura,21,6,5,134,1,TRUE,FALSE,Pipe-borne,Three phase,1,2023,25290427
Mannar,Mannar Central,6,2,1,87,2,FALSE,FALSE,Pipe-borne,Three phase,2,2008,6932679
Matale,Matale Central,8,2,1,104,0,TRUE,FALSE,Both,Three phase,1,2020,8972632
Matara,Akurugoda,2,2,1,35,0,FALSE,FALSE,Well,Three phase,1,2018,3042553
Kurunegala,Polgahawela,14,6,5,128,1,TRUE,TRUE,Both,Single phase,2,2008,20402644
Matara,Akurugoda,16,6,5,203,1,TRUE,TRUE,Both,Single phase,3,1995,27169937
Mannar,Mannar Central,2,2,1,39,0,TRUE,TRUE,Well,Single phase,2,1988,3135649
Vavuniya,Vavuniya Central,10,5,5,126,0,TRUE,FALSE,Well,Single phase,2,1993,11247256
Galle,Karapitiya,5,2,1,49,0,FALSE,TRUE,Well,Single phase,1,2016,6995467
Ratnapura,Ratnapura Town,9,2,2,54,1,TRUE,FALSE,Pipe-borne,Single phase,1,2020,8877721
Anuradhapura,Madawachchiya,10,6,5,84,0,TRUE,TRUE,Well,Three phase,2,2022,14404407
Vavuniya,Vavuniya Central,4,2,2,39,0,FALSE,FALSE,Pipe-borne,Three phase,2,2019,4469432
Mannar,Mannar Central,2,2,2,35,1,TRUE,FALSE,Both,Three phase,1,2010,3665536
Galle,Karapitiya,4,3,2,37,2,TRUE,TRUE,Well,Single phase,1,2004,7839028
Matale,Matale Central,2,1,1,36,0,TRUE,TRUE,Both,Three phase,2,2009,4065344
Matale,Matale Central,2,2,1,68,2,TRUE,FALSE,Pipe-borne,Single phase,1,1987,4241565
Kurunegala,Pannala,7,4,4,72,3,FALSE,FALSE,Pipe-borne,Three phase,2,2024,11982178
Nuwara Eliya,Nuwara Eliya Central,8,3,2,45,0,FALSE,FALSE,Both,Three phase,1,1999,13762479
Kurunegala,Kurunegala Town,7,4,4,57,1,TRUE,FALSE,Well,Single phase,1,2011,8169550
Mullaitivu,Mullaitivu Central,21,6,5,237,1,FALSE,TRUE,Well,Single phase,2,1989,20504556
Matale,Matale Central,56,7,5,250,2,TRUE,FALSE,Pipe-borne,Three phase,2,2020,52235940
Anuradhapura,Madawachchiya,5,3,2,54,2,TRUE,TRUE,Both,Three phase,2,1995,5050470
Ampara,Ampara Central,7,4,4,79,2,FALSE,TRUE,Both,Three phase,1,2011,9592564
Colombo,Narahenpita,3,2,2,45,1,TRUE,TRUE,Both,Three phase,1,2009,12488480
Trincomalee,China Bay,10,6,5,157,2,TRUE,FALSE,Well,Single phase,1,2011,14230267
Trincomalee,Uppuveli,13,6,5,153,3,TRUE,FALSE,Both,Three phase,1,2001,16920412
Hambantota,Tangalle,12,5,5,117,0,FALSE,TRUE,Pipe-borne,Three phase,1,2009,11074863
Matara,Weligama,11,4,3,162,0,TRUE,FALSE,Well,Single phase,1,2006,17507176
Vavuniya,Vavuniya Central,10,3,3,103,2,TRUE,FALSE,Pipe-borne,Single phase,1,1991,10711162
Colombo,Dehiwala,16,5,5,211,3,TRUE,FALSE,Pipe-borne,Three phase,2,2007,55185302
Kandy,Tennekumbura,11,6,5,148,2,TRUE,FALSE,Well,Single phase,1,2000,23342384
Puttalam,Puttalam Central,3,1,1,35,1,TRUE,TRUE,Well,Three phase,2,2001,4220336
Puttalam,Puttalam Central,10,4,3,95,0,FALSE,TRUE,Pipe-borne,Single phase,1,1995,8702524
Puttalam,Puttalam Central,14,6,5,125,1,TRUE,FALSE,Both,Three phase,1,2003,12297480
Jaffna,Kokuvil,7,3,2,46,1,FALSE,TRUE,Both,Three phase,1,2012,11123161
Kurunegala,Pannala,20,7,5,242,1,TRUE,TRUE,Both,Single phase,2,2015,25262680
Ratnapura,Ratnapura Town,5,1,1,59,1,TRUE,FALSE,Pipe-borne,Single phase,1,2004,4086655
Mullaitivu,Mullaitivu Central,11,4,3,103,3,TRUE,TRUE,Pipe-borne,Three phase,1,1997,9333183
Colombo,Wellawatte,8,5,4,91,0,TRUE,FALSE,Pipe-borne,Three phase,1,2001,25478545
Mannar,Mannar Central,2,4,4,35,0,FALSE,TRUE,Both,Three phase,1,1985,3009822
Kegalle,Kegalle Central,6,1,1,38,1,TRUE,FALSE,Both,Single phase,1,1995,4912826
Hambantota,Hambantota Town,23,6,5,250,2,TRUE,FALSE,Both,Single phase,3,1999,29613812
Vavuniya,Vavuniya Central,7,3,3,105,0,FALSE,TRUE,Well,Single phase,1,2008,9204371
Batticaloa,Eravur,3,2,2,53,0,FALSE,TRUE,Well,Single phase,1,1988,3793920
Nuwara Eliya,Nuwara Eliya Central,21,5,4,163,1,FALSE,TRUE,Both,Three phase,1,1985,40385645
Colombo,Nugegoda,21,5,4,181,2,FALSE,FALSE,Well,Three phase,2,2016,63898421
Colombo,Wellawatte,23,4,3,171,2,TRUE,TRUE,Well,Single phase,1,1988,51286475
Trincomalee,Uppuveli,7,2,1,80,3,TRUE,FALSE,Well,Single phase,1,2006,8168398
Jaffna,Chunnakam,2,2,1,45,0,TRUE,FALSE,Well,Single phase,2,2017,4971916
Hambantota,Tangalle,19,6,5,178,2,TRUE,FALSE,Well,Three phase,3,2011,22554326
Matara,Nupe,5,2,1,69,0,TRUE,FALSE,Well,Three phase,1,2000,6498812
Matale,Matale Central,19,5,5,127,2,FALSE,FALSE,Pipe-borne,Three phase,2,2025,22048831
Vavuniya,Vavuniya Central,2,3,2,35,0,FALSE,TRUE,Pipe-borne,Single phase,1,2001,2907627
Kilinochchi,Kilinochchi Central,8,3,2,93,0,TRUE,FALSE,Well,Three phase,1,2014,9550997
Jaffna,Jaffna Town,10,5,4,155,3,TRUE,TRUE,Well,Three phase,1,2016,21675556
Hambantota,Tangalle,16,6,5,236,1,FALSE,FALSE,Both,Single phase,3,1994,19308019
Kurunegala,Melsiripura,19,6,5,179,1,FALSE,FALSE,Both,Single phase,2,1990,21741925
Batticaloa,Batticaloa Town,13,5,4,146,1,TRUE,FALSE,Pipe-borne,Single phase,1,2012,18141987
Badulla,Bandarawela,4,3,2,39,1,TRUE,TRUE,Pipe-borne,Single phase,1,1988,5148271
Badulla,Badulla Town,4,2,1,50,1,FALSE,TRUE,Pipe-borne,Single phase,1,2002,5605320
Anuradhapura,Nuwaragam Palatha,2,3,2,35,0,FALSE,TRUE,Both,Three phase,1,2019,3914710
Gampaha,Ragama,17,7,5,213,3,FALSE,TRUE,Both,Single phase,3,1993,37909300
Kegalle,Kegalle Central,5,2,1,39,1,TRUE,FALSE,Pipe-borne,Single phase,1,2017,6187652
Anuradhapura,New Town,8,3,2,100,0,TRUE,FALSE,Both,Three phase,1,1998,9361291
Mullaitivu,Mullaitivu Central,10,4,3,117,0,FALSE,TRUE,Pipe-borne,Single phase,1,1999,9316406
Ratnapura,Pelmadulla,5,2,1,59,1,TRUE,FALSE,Both,Single phase,1,1992,5545512
Mannar,Mannar Central,20,6,5,192,1,FALSE,TRUE,Both,Single phase,2,2020,21640695
Colombo,Rajagiriya,8,4,3,71,0,TRUE,TRUE,Pipe-borne,Single phase,1,2021,24090131
Ratnapura,Ratnapura Town,13,4,3,84,2,FALSE,FALSE,Pipe-borne,Three phase,1,1999,13506550
Trincomalee,Nilaveli,3,2,1,35,1,TRUE,FALSE,Well,Three phase,1,2004,5335010
Monaragala,Monaragala Central,7,3,2,91,0,TRUE,FALSE,Pipe-borne,Single phase,2,2025,8673797
Kandy,Peradeniya,3,2,1,70,1,FALSE,TRUE,Both,Single phase,1,2018,8606925
Nuwara Eliya,Nuwara Eliya Central,7,3,3,54,0,TRUE,TRUE,Both,Single phase,1,1986,10726706
Kurunegala,Polgahawela,22,7,5,162,1,TRUE,FALSE,Well,Three phase,1,2013,19981624
Nuwara Eliya,Nuwara Eliya Central,2,3,2,35,2,TRUE,TRUE,Pipe-borne,Three phase,2,1996,6594919
Ratnapura,Pelmadulla,16,7,5,166,2,TRUE,TRUE,Pipe-borne,Three phase,1,2002,20228241
Colombo,Mount Lavinia,4,2,2,74,0,FALSE,TRUE,Both,Single phase,1,2015,16780653
Kandy,Tennekumbura,19,7,5,208,3,FALSE,TRUE,Pipe-borne,Single phase,3,1999,37420274
Kandy,Kandy City,8,3,2,102,0,FALSE,TRUE,Pipe-borne,Three phase,2,1997,14301955
Vavuniya,Vavuniya Central,6,3,3,35,0,FALSE,TRUE,Pipe-borne,Three phase,1,2013,6562988
Anuradhapura,New Town,2,2,1,40,3,TRUE,FALSE,Both,Three phase,2,2022,4546478
Puttalam,Puttalam Central,10,3,3,70,0,FALSE,FALSE,Pipe-borne,Single phase,1,2007,8275856
Jaffna,Nallur,12,4,4,156,0,FALSE,FALSE,Both,Single phase,1,1993,18652739
Vavuniya,Vavuniya Central,17,4,4,143,1,FALSE,TRUE,Both,Three phase,1,2009,19006883
Nuwara Eliya,Nuwara Eliya Central,2,2,2,41,2,FALSE,TRUE,Both,Single phase,1,2001,5495079
Nuwara Eliya,Nuwara Eliya Central,7,4,3,76,0,TRUE,FALSE,Well,Three phase,1,2018,12727653
Anuradhapura,New Town,11,4,4,148,0,FALSE,FALSE,Well,Three phase,1,2025,15944767
Galle,Unawatuna,10,4,4,71,0,FALSE,TRUE,Both,Three phase,2,2013,14984915
Badulla,Bandarawela,2,3,3,49,1,TRUE,FALSE,Pipe-borne,Three phase,1,2017,3310611
Kalutara,Panadura,10,4,4,60,1,TRUE,TRUE,Well,Three phase,1,2015,16049700
Hambantota,Hambantota Town,13,5,4,132,3,FALSE,FALSE,Well,Three phase,1,1995,11662553
Ratnapura,Kuruwita,32,6,5,250,1,FALSE,FALSE,Well,Single phase,2,2010,34011382
Kegalle,Kegalle Central,7,5,5,69,1,FALSE,FALSE,Well,Three phase,1,1992,6680042
Galle,Unawatuna,2,3,2,63,0,TRUE,FALSE,Both,Single phase,1,2017,5287469
Gampaha,Wattala,24,7,5,194,1,TRUE,FALSE,Well,Three phase,2,2020,37157523
Kegalle,Kegalle Central,6,2,1,35,2,TRUE,TRUE,Both,Three phase,1,2024,7652971
Anuradhapura,Madawachchiya,4,2,1,35,0,TRUE,FALSE,Both,Single phase,2,1985,4602181
Galle,Galle Fort,5,1,1,41,0,FALSE,TRUE,Both,Three phase,1,2007,6754261
Kurunegala,Melsiripura,10,4,4,99,2,FALSE,FALSE,Both,Three phase,2,1998,11747947
Puttalam,Puttalam Central,10,4,4,68,0,FALSE,FALSE,Both,Single phase,1,1994,8626617
Kegalle,Kegalle Central,10,4,4,86,3,TRUE,TRUE,Pipe-borne,Single phase,1,1991,12800430
Matale,Matale Central,9,4,4,68,1,FALSE,FALSE,Pipe-borne,Single phase,2,1992,11108201
Vavuniya,Vavuniya Central,22,6,5,250,2,FALSE,TRUE,Both,Three phase,3,1987,26047899
Mullaitivu,Mullaitivu Central,8,4,3,101,1,TRUE,FALSE,Both,Single phase,1,2021,7283634
Trincomalee,China Bay,11,4,3,65,3,FALSE,FALSE,Pipe-borne,Three phase,1,2015,12994566
Kilinochchi,Kilinochchi Central,2,2,2,35,0,TRUE,TRUE,Both,Single phase,1,1992,3473871
Batticaloa,Batticaloa Town,9,3,2,134,2,TRUE,TRUE,Pipe-borne,Single phase,2,1993,13335291
Vavuniya,Vavuniya Central,2,1,1,37,0,TRUE,FALSE,Well,Three phase,1,2024,3623989
Kilinochchi,Kilinochchi Central,15,6,5,189,2,FALSE,FALSE,Both,Single phase,2,2006,15666182
Ampara,Ampara Central,21,5,4,250,2,FALSE,FALSE,Well,Single phase,2,2025,25454859
Polonnaruwa,Polonnaruwa Central,6,2,2,91,1,TRUE,TRUE,Well,Three phase,2,2006,8390178
Colombo,Bambalapitiya,5,1,1,50,2,FALSE,TRUE,Both,Single phase,2,2008,13268313
Jaffna,Kokuvil,21,5,5,250,1,TRUE,FALSE,Pipe-borne,Single phase,2,2002,35040154
Mannar,Mannar Central,10,5,4,83,0,TRUE,FALSE,Both,Single phase,2,1994,6744586
Vavuniya,Vavuniya Central,11,5,4,138,1,TRUE,FALSE,Well,Three phase,1,2024,12675334
